Protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Fasta.headers	Number.of.proteins	Peptides	Razor...unique.peptides	Unique.peptides	Peptides.t1.1	Peptides.t1.2	Peptides.t1.3	Peptides.t1.4	Peptides.t2.1	Peptides.t2.2	Peptides.t2.3	Peptides.t2.4	Razor...unique.peptides.t1.1	Razor...unique.peptides.t1.2	Razor...unique.peptides.t1.3	Razor...unique.peptides.t1.4	Razor...unique.peptides.t2.1	Razor...unique.peptides.t2.2	Razor...unique.peptides.t2.3	Razor...unique.peptides.t2.4	Unique.peptides.t1.1	Unique.peptides.t1.2	Unique.peptides.t1.3	Unique.peptides.t1.4	Unique.peptides.t2.1	Unique.peptides.t2.2	Unique.peptides.t2.3	Unique.peptides.t2.4	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Sequence.length	Sequence.lengths	Q.value	Score	Identification.type.t1.1	Identification.type.t1.2	Identification.type.t1.3	Identification.type.t1.4	Identification.type.t2.1	Identification.type.t2.2	Identification.type.t2.3	Identification.type.t2.4	Sequence.coverage.t1.1....	Sequence.coverage.t1.2....	Sequence.coverage.t1.3....	Sequence.coverage.t1.4....	Sequence.coverage.t2.1....	Sequence.coverage.t2.2....	Sequence.coverage.t2.3....	Sequence.coverage.t2.4....	Intensity	Intensity.t1.1	Intensity.t1.2	Intensity.t1.3	Intensity.t1.4	Intensity.t2.1	Intensity.t2.2	Intensity.t2.3	Intensity.t2.4	LFQ.intensity.t1.1	LFQ.intensity.t1.2	LFQ.intensity.t1.3	LFQ.intensity.t1.4	LFQ.intensity.t2.1	LFQ.intensity.t2.2	LFQ.intensity.t2.3	LFQ.intensity.t2.4	MS.MS.Count.t1.1	MS.MS.Count.t1.2	MS.MS.Count.t1.3	MS.MS.Count.t1.4	MS.MS.Count.t2.1	MS.MS.Count.t2.2	MS.MS.Count.t2.3	MS.MS.Count.t2.4	MS.MS.Count	Only.identified.by.site	Reverse	Potential.contaminant	id	Peptide.IDs	Peptide.is.razor	Mod..peptide.IDs	Evidence.IDs	MS.MS.IDs	Best.MS.MS	Carbamidomethyl..C..site.IDs	Oxidation..M..site.IDs	Carbamidomethyl..C..site.positions	Oxidation..M..site.positions
sp|P63168|DYL1_MOUSE	9;3	9;3	9;3		2	9	9	9	7	8	8	9	1	2	1	1	7	8	8	9	1	2	1	1	7	8	8	9	1	2	1	1	17.6	17.6	17.6	110.7	970	970;759	0	29.079	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	13.5	15.3	15.3	17.6	1.2	3	1.2	1.2	147670000	28682000	40982000	22395000	46954000	2124000	2459300	1999200	2075100	23247000	47832000	18554000	45948000	0	5889900	0	0	5	8	4	7	0	0	0	0	24			NA	37	2175;2747;6060;8920;11669;13631;14104;15062;15520	True;True;True;True;True;True;True;True;True	2214;2801;6195;9122;11920;13998;14481;15455;15919	14106;14107;14108;14109;14110;14111;14112;14113;17964;17965;17966;17967;39137;58683;58684;58685;58686;75843;75844;75845;75846;89046;89047;89048;89049;92050;92051;92052;92053;98024;98025;98026;98027;101000;101001;101002;101003	20040;20041;20042;25661;25662;54457;81815;104323;104324;104325;104326;121918;121919;121920;121921;125525;125526;125527;125528;132985;132986;132987;132988;136745;136746	20041;25661;54457;81815;104326;121919;125526;132987;136745				
sp|Q8CGK3|LONM_MOUSE	3	2	2		1	3	2	2	2	3	3	3	0	1	0	0	1	2	2	2	0	0	0	0	1	2	2	2	0	0	0	0	3.1	2.4	2.4	142.57	1244	1244	0	5.2223	By matching	By MS/MS	By MS/MS	By MS/MS		By matching			2.1	3.1	3.1	3.1	0	0.7	0	0	11705000	1151500	3239600	2917200	4396800	0	0	0	0	0	3222800	2924500	4406300	0	0	0	0	0	1	2	2	0	0	0	0	5			NA	38	12699;16146;19450	True;True;False	13037;16557;19949	82939;82940;82941;105045;105046;105047;105048;126823;126824;126825;126826;126827;126828	113972;113973;142701;142702;142703;173102;173103;173104;173105;173106;173107;173108;173109	113973;142703;173105				
sp|Q9CR57|RL14_MOUSE	8	8	8		1	8	8	8	8	7	7	7	0	0	0	0	8	7	7	7	0	0	0	0	8	7	7	7	0	0	0	0	18.5	18.5	18.5	60.922	556	556	0	88.415	By MS/MS	By MS/MS	By MS/MS	By MS/MS					18.5	18.3	18.5	18.3	0	0	0	0	324520000	84909000	92310000	58258000	89048000	0	0	0	0	83839000	90231000	59895000	90559000	0	0	0	0	18	14	10	13	0	0	0	0	55			NA	39	1290;3008;4843;5139;7808;7809;11464;14187	True;True;True;True;True;True;True;True	1319;3067;4953;5256;7980;7981;11712;14566	8356;8357;8358;8359;19586;19587;19588;19589;19590;19591;19592;19593;31392;31393;31394;31395;33229;33230;33231;33232;51021;51022;51023;51024;51025;51026;51027;51028;51029;51030;74590;74591;74592;74593;74594;74595;74596;74597;92613;92614	11870;28138;28139;28140;28141;28142;28143;28144;28145;28146;28147;28148;43671;43672;43673;43674;43675;43676;43677;43678;46184;46185;46186;46187;46188;46189;46190;46191;46192;71506;71507;71508;71509;71510;71511;71512;71513;71514;71515;71516;71517;71518;71519;102598;102599;102600;102601;102602;102603;102604;102605;102606;102607;102608;126092	11870;28143;43678;46188;71506;71508;102602;126092				
sp|Q9EPU4|CPSF1_MOUSE	1	1	1		1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	2.2	2.2	2.2	101.52	908	908	0	5.4516	By matching	By MS/MS	By matching	By MS/MS					2.2	2.2	2.2	2.2	0	0	0	0	5916700	1332900	1598300	1034400	1951200	0	0	0	0	0	0	0	1951200	0	0	0	0	0	1	0	1	0	0	0	0	2			NA	40	881	TRUE	901	5679;5680;5681;5682	7644;7645	7644				
sp|Q9Z0U1|ZO2_MOUSE;sp|Q9QXY1|ZO3_MOUSE	2	2	2		1	2	2	2	2	2	2	2	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	0	0	0	0	9.8	9.8	9.8	44.59	399	399	0	10.876	By MS/MS	By MS/MS	By MS/MS	By MS/MS					9.8	9.8	9.8	9.8	0	0	0	0	27762000	5803400	8905600	4279500	8773900	0	0	0	0	5897200	9171200	4859200	7834800	0	0	0	0	2	3	1	1	0	0	0	0	7			NA	41	2439;16738	True;True	2486;17163	15900;15901;15902;15903;108890;108891;108892;108893	22618;22619;22620;22621;22622;148149;148150	22622;148150				
sp|P98191|CDS1_MOUSE	12	12	12		1	12	12	12	11	12	11	10	1	0	0	1	11	12	11	10	1	0	0	1	11	12	11	10	1	0	0	1	10.1	10.1	10.1	225.63	2032	2032	0	23.802	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching			By matching	9.5	10.1	9.5	8	0.6	0	0	0.6	134550000	29248000	41596000	22059000	41065000	478520	0	0	100510	26719000	35115000	18996000	53137000	0	0	0	0	5	6	4	4	0	0	0	0	19			NA	42	10;1705;3220;4000;5969;12221;15114;15836;16770;16902;18160;19561	True;True;True;True;True;True;True;True;True;True;True;True	10;1738;3285;4086;6103;12548;15508;16240;17195;17329;18630;20064	61;62;63;10993;10994;10995;10996;21002;21003;21004;21005;25996;25997;25998;25999;38539;38540;38541;38542;79769;79770;79771;79772;98427;98428;98429;98430;98431;103009;103010;103011;103012;109104;109105;109106;109107;109957;109958;109959;109960;109961;118686;118687;118688;118689;127491	64;65;15293;30186;36635;36636;53644;109344;109345;133581;139545;148394;149512;149513;149514;149515;149516;149517;162125;162126;173980	65;15293;30186;36636;53644;109345;133581;139545;148394;149516;162125;173980				
sp|P34914|HYES_MOUSE	1	1	1		1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	3.2	3.2	3.2	75.149	658	658	0.00036792	4.4625	By matching	By matching	By matching	By MS/MS		By matching			3.2	3.2	3.2	3.2	0	3.2	0	0	11639000	1616400	2379900	1725100	4844100	0	1073800	0	0	0	0	0	0	0	1073800	0	0	0	0	0	1	0	0	0	0	1			NA	43	18282	TRUE	18757	119472;119473;119474;119475;119476	163238	163238				
sp|O35685|NUDC_MOUSE	3	3	3		1	3	3	3	0	0	0	0	3	3	3	3	0	0	0	0	3	3	3	3	0	0	0	0	3	3	3	3	18.2	18.2	18.2	21.013	192	192	0	47.214					By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0	0	0	18.2	18.2	18.2	18.2	367430000	0	0	0	0	112470000	81486000	93021000	80453000	0	0	0	0	107640000	80992000	94128000	84673000	0	0	0	0	7	6	8	7	28			NA	44	6789;11822;14955	True;True;True	6941;12091;15348	43766;43767;43768;43769;76829;76830;76831;76832;97336;97337;97338;97339	60750;60751;60752;60753;60754;60755;60756;60757;60758;60759;60760;60761;105608;105609;105610;105611;105612;132173;132174;132175;132176;132177;132178;132179;132180;132181;132182;132183	60751;105612;132179				
sp|Q8K4F5|ABHDB_MOUSE	1	1	1		1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1.4	1.4	1.4	83.603	722	722	0.0023665	3.2894						By MS/MS		By matching	0	0	0	0	0	1.4	0	1.4	7135500	0	0	0	0	0	4769400	0	2366100	0	0	0	0	0	0	0	2366100	0	0	0	0	0	1	0	0	1			NA	45	12330	TRUE	12657	80511;80512	110558	110558				
sp|P62257|UBE2H_MOUSE	3	3	3		1	3	3	3	2	3	3	3	3	1	2	2	2	3	3	3	3	1	2	2	2	3	3	3	3	1	2	2	1.5	1.5	1.5	572.28	5180	5180	0	8.2141	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	1.1	1.5	1.5	1.5	1.5	0.6	0.9	1.1	30314000	4080600	6274400	3377300	8796900	3000700	1424300	1247300	2112900	3764600	6505700	2585000	9690200	2276900	0	0	2820400	1	2	1	2	0	0	0	0	6			NA	46	9629;16472;16855	True;True;True	9844;16891;17281	63272;63273;63274;63275;63276;107175;107176;107177;107178;107179;107180;107181;109679;109680;109681;109682;109683;109684;109685	87499;145868;145869;149212;149213;149214	87499;145868;149214				
sp|P05213|TBA1B_MOUSE;sp|P68373|TBA1C_MOUSE	32	32	32		1	32	32	32	0	1	0	0	23	29	25	31	0	1	0	0	23	29	25	31	0	1	0	0	23	29	25	31	7	7	7	784.85	6995	6995	0	93.089		By MS/MS			By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0.5	0	0	5.1	6.1	5.4	6.8	438860000	0	56394000	0	0	55847000	104610000	51214000	170790000	0	0	0	0	87473000	1.27E+08	74373000	93619000	0	1	0	0	14	26	10	25	76			NA	47	651;1255;2024;2354;5087;5426;5836;7115;7458;7839;8619;9031;11118;11135;11219;11302;12054;12472;13466;16324;16700;16891;17001;17045;17536;17815;18016;18022;18225;18683;19120;19401	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	666;1284;2063;2395;5204;5551;5968;7271;7622;8011;8817;9234;11360;11377;11464;11549;12355;12801;13830;16741;17124;17318;17431;17478;17985;18273;18478;18484;18698;19163;19611;19898	4202;4203;8103;8104;8105;8106;13199;13200;13201;13202;15261;15262;15263;15264;32965;32966;32967;32968;35031;35032;35033;35034;37626;37627;37628;37629;46152;46153;46154;48568;48569;48570;48571;48572;48573;51224;51225;51226;56612;56613;56614;56615;59420;59421;59422;59423;72447;72448;72449;72450;72560;72561;72562;73066;73067;73068;73069;73639;73640;73641;73642;78527;78528;78529;78530;81380;87936;87937;87938;87939;106332;106333;108637;108638;108639;108640;108641;108642;108643;108644;109900;109901;109902;109903;110691;110692;110693;110996;110997;110998;110999;114580;114581;114582;114583;116495;116496;116497;116498;117772;117803;117804;119109;119110;119111;119112;122086;122087;122088;122089;124761;124762;126515;126516;126517	5658;5659;11427;11428;11429;18887;21536;45847;45848;45849;45850;45851;48636;52325;52326;52327;64075;64076;64077;64078;67999;68000;71824;71825;79153;82722;82723;82724;82725;82726;82727;82728;82729;99789;99946;99947;100540;100541;100542;100543;101366;101367;101368;101369;101370;101371;101372;101373;107707;107708;107709;107710;111826;120546;120547;144946;147848;147849;147850;147851;147852;149463;149464;149465;149466;150637;151146;156628;159162;159163;160812;160878;162667;162668;162669;162670;167117;170241;172628;172629	5659;11429;18887;21536;45849;48636;52326;64077;68000;71824;79153;82725;99789;99947;100541;101371;107707;111826;120547;144946;147851;149464;150637;151146;156628;159162;160812;160878;162668;167117;170241;172628				
sp|O70439|STX7_MOUSE	3	3	3		1	3	3	3	1	2	2	3	1	2	1	1	1	2	2	3	1	2	1	1	1	2	2	3	1	2	1	1	0.2	0.2	0.2	3906.4	35213	35213	0.00071813	4.0492	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By MS/MS	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.1	689990000	39867000	86946000	44498000	129370000	62795000	118750000	35899000	171870000	0	107450000	53175000	69450000	0	47302000	0	0	0	3	2	3	0	0	0	1	9			NA	48	7376;13220;17860	True;True;True	7538;13581;18320	47997;47998;47999;86279;86280;116775;116776;116777;116778;116779;116780;116781;116782;116783;116784;116785	67067;118327;118328;118329;118330;159439;159440;159441;159442	67067;118328;159439				
sp|Q91ZA3|PCCA_MOUSE	3	3	3		1	3	3	3	0	0	0	0	1	2	2	2	0	0	0	0	1	2	2	2	0	0	0	0	1	2	2	2	9.2	9.2	9.2	52.62	469	469	0	7.4573					By matching	By MS/MS	By MS/MS	By MS/MS	0	0	0	0	2.1	4.5	7	4.5	10129000	0	0	0	0	714350	5200100	1851500	2363400	0	0	0	0	0	5388500	0	2174900	0	0	0	0	0	2	1	1	4			NA	49	7259;11349;11401	True;True;True	7420;11596;11649	47198;47199;47200;73917;74201;74202;74203	65630;65631;101653;101978	65630;101653;101978				
sp|Q61686|CBX5_MOUSE	4	4	4		1	4	4	4	1	1	1	2	4	3	4	4	1	1	1	2	4	3	4	4	1	1	1	2	4	3	4	4	11.3	11.3	11.3	102.79	921	921	0	11.078	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	3	2.8	2.8	5.8	11.3	8.5	11.3	11.3	60982000	1818900	171060	764260	5406900	14728000	10704000	18282000	9106200	0	0	0	7612100	16267000	9285300	17151000	7911500	0	0	0	0	3	1	5	0	9			NA	50	123;11494;12442;14833	True;True;True;True	127;11743;12769;15224	795;796;797;798;799;74811;74812;74813;74814;74815;74816;81195;81196;81197;81198;81199;96568;96569;96570;96571	1071;1072;1073;102923;102924;111583;111584;131123;131124	1073;102923;111583;131123				
sp|Q6PAQ4|REXO4_MOUSE	1	1	1		1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	2	2	2	49.374	460	460	0.0007286	4.2968	By MS/MS	By MS/MS	By MS/MS	By MS/MS					2	2	2	2	0	0	0	0	63425000	10862000	19907000	10489000	22166000	0	0	0	0	0	0	0	22166000	0	0	0	0	2	3	4	1	0	0	0	0	10			NA	51	18273	TRUE	18748	119411;119412;119413;119414	163087;163088;163089;163090;163091;163092;163093;163094;163095;163096	163091				
sp|Q9D2R6|COA3_MOUSE	1	1	1		1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	3.9	3.9	3.9	89.413	776	776	0	6.9281		By MS/MS	By matching	By MS/MS					0	3.9	3.9	3.9	0	0	0	0	6869000	0	2221100	2114000	2533800	0	0	0	0	0	0	0	2533800	0	0	0	0	0	2	0	1	0	0	0	0	3			NA	52	10776	TRUE	11011	70329;70330;70331	97237;97238;97239	97239				
sp|Q61595|KTN1_MOUSE	4	4	4		1	4	4	4	4	3	4	4	0	0	0	0	4	3	4	4	0	0	0	0	4	3	4	4	0	0	0	0	2.9	2.9	2.9	242.09	2283	2283	0	10.24	By MS/MS	By MS/MS	By MS/MS	By MS/MS					2.9	2.2	2.9	2.9	0	0	0	0	51129000	12206000	7787000	10350000	20785000	0	0	0	0	10572000	12345000	8966600	19245000	0	0	0	0	1	2	1	4	0	0	0	0	8			NA	53	7511;12119;14201;14769	True;True;True;True	7676;12436;14581;15160	48894;48895;48896;79076;79077;79078;79079;92711;92712;92713;92714;96193;96194;96195;96196	68426;68427;108451;108452;108453;126208;126209;130702	68427;108453;126209;130702				
sp|Q80X41|VRK1_MOUSE	2	2	2		1	2	2	2	1	1	1	0	1	2	1	2	1	1	1	0	1	2	1	2	1	1	1	0	1	2	1	2	4.3	4.3	4.3	73.921	649	649	0.0010512	3.7129	By matching	By matching	By matching		By MS/MS	By matching	By matching	By MS/MS	1.1	1.1	1.1	0	3.2	4.3	1.1	4.3	10681000	819370	848710	946350	0	2184400	2162400	919770	2799500	0	0	0	0	0	2170500	0	2791400	0	0	0	0	2	0	0	2	4			NA	54	7894;16582	True;True	8067;17005	51565;51566;51567;51568;51569;51570;107850;107851;107852	72310;146713;146714;146715	72310;146715				
sp|Q9JJV2|PROF2_MOUSE	33	33	33		1	33	33	33	5	2	4	3	30	33	31	33	5	2	4	3	30	33	31	33	5	2	4	3	30	33	31	33	32.3	32.3	32.3	95.54	830	830	0	323.31	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.4	3.6	5.9	3.9	30.2	32.3	30.6	32.3	1.63E+10	5967200	5538200	4303700	6495700	2798300000	5852500000	2938300000	4679100000	848330	799180	653170	898300	2848100000	5604100000	2913400000	4363500000	0	0	0	0	127	184	133	174	618			NA	55	314;315;363;364;1298;1848;1927;2184;2185;2413;3161;7731;8656;8974;9513;10437;10438;10603;10604;10706;11186;11368;11949;12475;13093;13416;13865;13922;14251;14512;14513;16796;18495	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	322;323;372;373;1327;1328;1886;1966;2223;2224;2457;3225;7900;7901;8855;9176;9726;10663;10664;10830;10831;10832;10833;10940;11431;11615;11616;12241;12242;12804;13449;13450;13780;14236;14295;14296;14632;14898;14899;17222;18971	2045;2046;2047;2048;2049;2050;2051;2355;2356;2357;2358;2359;2360;2361;2362;2363;2364;2365;8392;8393;8394;8395;8396;8397;8398;8399;8400;8401;8402;8403;8404;8405;8406;8407;12063;12064;12065;12066;12067;12068;12069;12570;12571;12572;12573;12574;12575;12576;14158;14159;14160;14161;14162;14163;14164;14165;14166;14167;14168;14169;14170;14171;14172;14173;15679;15680;15681;15682;15683;15684;15685;15686;20638;20639;20640;20641;50403;50404;50405;50406;50407;50408;50409;50410;50411;50412;50413;50414;56864;56865;56866;56867;56868;56869;56870;56871;56872;56873;56874;56875;56876;56877;56878;56879;59015;59016;59017;59018;59019;59020;59021;59022;59023;59024;62602;62603;62604;62605;68266;68267;68268;68269;68270;68271;68272;68273;68274;68275;68276;68277;68278;69270;69271;69272;69273;69274;69275;69276;69277;69278;69279;69280;69281;69282;69283;69284;69285;69286;69287;69288;69910;69911;69912;69913;69914;69915;69916;69917;72878;72879;72880;72881;74016;74017;74018;74019;74020;74021;74022;74023;74024;74025;77788;77789;77790;77791;77792;77793;77794;77795;77796;77797;77798;77799;77800;77801;77802;77803;77804;77805;77806;77807;77808;77809;77810;77811;77812;77813;77814;77815;77816;77817;81413;81414;81415;81416;81417;81418;81419;81420;81421;85531;85532;85533;85534;85535;85536;85537;85538;85539;85540;85541;85542;87604;87605;87606;87607;87608;87609;87610;87611;90370;90371;90372;90373;90763;90764;90765;90766;90767;90768;90769;90770;92970;92971;92972;92973;92974;92975;92976;92977;92978;94619;94620;94621;94622;94623;94624;94625;94626;94627;94628;94629;94630;94631;94632;94633;109273;109274;109275;109276;109277;109278;109279;109280;109281;120814;120815;120816;120817;120818;120819;120820;120821	2818;2819;2820;2821;2822;2823;2824;2825;2826;2827;3142;3143;3144;3145;3146;3147;3148;3149;3150;3151;3152;3153;3154;3155;3156;3157;3158;3159;3160;3161;3162;3163;3164;3165;3166;3167;3168;11912;11913;11914;11915;11916;11917;11918;11919;11920;11921;11922;11923;11924;11925;11926;11927;11928;11929;11930;11931;11932;11933;11934;11935;11936;11937;11938;11939;11940;11941;11942;11943;11944;11945;11946;11947;11948;11949;11950;11951;11952;11953;11954;11955;17075;17076;17077;17078;17079;17913;17914;17915;17916;17917;17918;17919;17920;17921;17922;17923;17924;17925;17926;17927;20088;20089;20090;20091;20092;20093;20094;20095;20096;20097;20098;20099;20100;20101;20102;20103;20104;20105;20106;20107;20108;20109;20110;20111;20112;20113;20114;20115;20116;20117;20118;20119;20120;20121;20122;20123;20124;20125;20126;22237;22238;22239;22240;22241;22242;22243;22244;22245;22246;22247;22248;22249;22250;22251;22252;22253;22254;29674;70745;70746;70747;70748;70749;70750;70751;70752;70753;70754;70755;70756;70757;70758;79461;79462;79463;79464;79465;79466;79467;79468;79469;79470;79471;79472;79473;79474;79475;79476;79477;79478;79479;79480;79481;79482;79483;79484;79485;79486;79487;79488;79489;79490;79491;79492;79493;79494;79495;79496;79497;79498;79499;79500;82100;82101;82102;82103;82104;82105;82106;82107;82108;82109;82110;82111;82112;82113;82114;82115;82116;82117;82118;82119;82120;82121;82122;82123;82124;82125;82126;82127;82128;82129;82130;82131;86682;86683;86684;86685;86686;94299;94300;94301;94302;94303;94304;94305;94306;94307;94308;94309;94310;94311;95889;95890;95891;95892;95893;95894;95895;95896;95897;95898;95899;95900;95901;95902;95903;95904;95905;95906;95907;95908;95909;95910;95911;95912;95913;95914;95915;95916;95917;95918;95919;95920;95921;95922;95923;96668;96669;96670;96671;96672;96673;96674;96675;96676;96677;96678;96679;96680;96681;96682;100359;100360;100361;101763;101764;101765;101766;101767;101768;101769;101770;101771;101772;101773;101774;101775;101776;101777;101778;101779;101780;101781;101782;101783;101784;101785;101786;101787;101788;101789;101790;101791;101792;101793;101794;101795;101796;106830;106831;106832;106833;106834;106835;106836;106837;106838;106839;106840;106841;106842;106843;106844;106845;106846;106847;106848;106849;106850;106851;106852;106853;106854;106855;106856;106857;106858;106859;106860;106861;106862;106863;106864;106865;106866;106867;106868;106869;106870;106871;106872;111880;111881;111882;111883;111884;111885;111886;111887;111888;111889;111890;111891;111892;111893;111894;111895;111896;111897;111898;111899;111900;111901;111902;111903;111904;111905;111906;111907;111908;111909;111910;117402;117403;117404;117405;117406;117407;117408;117409;117410;117411;117412;117413;117414;117415;117416;117417;117418;117419;117420;117421;117422;117423;117424;117425;117426;117427;117428;120148;120149;120150;120151;120152;120153;120154;120155;120156;120157;120158;120159;120160;120161;120162;120163;120164;120165;120166;120167;120168;120169;120170;120171;120172;120173;120174;120175;120176;120177;120178;120179;120180;120181;120182;123408;123409;123410;123944;123945;123946;123947;123948;126469;126470;126471;126472;126473;126474;126475;126476;126477;126478;126479;126480;126481;126482;126483;126484;126485;126486;126487;126488;126489;126490;126491;128462;128463;128464;128465;128466;128467;128468;128469;128470;128471;128472;128473;128474;128475;128476;128477;128478;128479;128480;128481;128482;128483;128484;128485;128486;128487;128488;128489;128490;128491;128492;128493;128494;128495;128496;128497;128498;128499;128500;128501;128502;128503;128504;128505;128506;128507;128508;148625;148626;148627;148628;148629;148630;148631;148632;148633;148634;148635;148636;148637;148638;148639;148640;148641;148642;148643;148644;148645;148646;148647;148648;148649;148650;148651;148652;164771;164772;164773;164774;164775;164776;164777;164778;164779;164780;164781;164782;164783;164784;164785;164786;164787;164788;164789;164790;164791;164792;164793;164794;164795;164796;164797;164798	2818;2824;3156;3166;11944;17075;17920;20090;20123;22253;29674;70756;79484;82113;86685;94304;94305;95900;95914;96676;100360;101783;106861;111882;117423;120181;123408;123946;126475;128467;128482;148638;164773		6;7;8;9;10;11;12;13		194;216;226;287;518;542;573;578
sp|O88630|GOSR1_MOUSE	2	2	2		1	2	2	2	0	1	0	1	0	0	2	0	0	1	0	1	0	0	2	0	0	1	0	1	0	0	2	0	1	1	1	289.57	2640	2640	0.0013713	3.4487		By MS/MS		By MS/MS			By MS/MS		0	0.6	0	0.6	0	0	1	0	60700000	0	20677000	0	36393000	0	0	3630600	0	0	0	0	0	0	0	3630600	0	0	1	0	1	0	0	2	0	4			NA	56	2190;3179	True;True	2229;3243	14188;14189;20736;20737;20738	20136;20137;29763;29764	20136;29764				
sp|Q6PAC3|DCA13_MOUSE	1	1	1		1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	139.07	1253	1253	0.0010431	3.6348	By MS/MS	By MS/MS	By matching						1	1	1	0	0	0	0	0	10574000	2665000	3792400	4117000	0	0	0	0	0	0	0	4117000	0	0	0	0	0	1	1	0	0	0	0	0	0	2			NA	57	9238	TRUE	9444	60895;60896;60897	84643;84644	84644				
sp|Q9ERU9|RBP2_MOUSE	1	1	1		1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1.6	1.6	1.6	97.356	876	876	0.00071788	4.0489		By matching			By matching	By MS/MS	By matching	By matching	0	1.6	0	0	1.6	1.6	1.6	1.6	9772300	0	749750	0	0	1372900	4754000	1394800	1500800	0	0	0	0	0	0	0	1500800	0	0	0	0	0	1	0	0	1			NA	58	906	TRUE	927	5870;5871;5872;5873;5874	8020	8020				
sp|P14824|ANXA6_MOUSE	4	4	4		1	4	4	4	4	3	4	4	0	0	0	0	4	3	4	4	0	0	0	0	4	3	4	4	0	0	0	0	2.8	2.8	2.8	182.77	1594	1594	0	6.8386	By MS/MS	By MS/MS	By MS/MS	By MS/MS					2.8	1.7	2.8	2.8	0	0	0	0	29282000	4451600	4960000	7416000	12454000	0	0	0	0	5745600	5473100	7890900	10172000	0	0	0	0	1	2	3	5	0	0	0	0	11			NA	59	9101;9888;14603;18003	True;True;True;True	9304;10107;14992;18465	59875;59876;59877;64874;64875;64876;64877;95172;95173;95174;95175;117685;117686;117687;117688	83224;83225;89979;89980;89981;129224;129225;129226;129227;129228;129229;160712	83224;89979;129225;160712				
